District,Zone,Geographical Region,Development Region,VDC_Municipality,Ward_Number,Constituency
Lamjung,Gandaki,Hill,Western,ईलमपोखरी,9,1
Lamjung,Gandaki,Hill,Western,कोल्की,1,1
Lamjung,Gandaki,Hill,Western,कोल्की,2,1
Lamjung,Gandaki,Hill,Western,कोल्की,3,1
Lamjung,Gandaki,Hill,Western,कोल्की,4,1
Lamjung,Gandaki,Hill,Western,कोल्की,5,1
Lamjung,Gandaki,Hill,Western,कोल्की,6,1
Lamjung,Gandaki,Hill,Western,कोल्की,7,1
Lamjung,Gandaki,Hill,Western,कोल्की,8,1
Lamjung,Gandaki,Hill,Western,कोल्की,9,1
Lamjung,Gandaki,Hill,Western,अर्चलबोट,1,1
Lamjung,Gandaki,Hill,Western,अर्चलबोट,2,1
Lamjung,Gandaki,Hill,Western,अर्चलबोट,3,1
Lamjung,Gandaki,Hill,Western,अर्चलबोट,4,1
Lamjung,Gandaki,Hill,Western,अर्चलबोट,5,1
Lamjung,Gandaki,Hill,Western,अर्चलबोट,6,1
Lamjung,Gandaki,Hill,Western,अर्चलबोट,7,1
Lamjung,Gandaki,Hill,Western,अर्चलबोट,8,1
Lamjung,Gandaki,Hill,Western,अर्चलबोट,9,1
Lamjung,Gandaki,Hill,Western,भारते,1,1
Lamjung,Gandaki,Hill,Western,भारते,2,1
Lamjung,Gandaki,Hill,Western,भारते,3,1
Lamjung,Gandaki,Hill,Western,भारते,4,1
Lamjung,Gandaki,Hill,Western,भारते,5,1
Lamjung,Gandaki,Hill,Western,भारते,6,1
Lamjung,Gandaki,Hill,Western,भारते,7,1
Lamjung,Gandaki,Hill,Western,भारते,8,1
Lamjung,Gandaki,Hill,Western,भारते,9,1
Lamjung,Gandaki,Hill,Western,गौडा,1,1
Lamjung,Gandaki,Hill,Western,गौडा,2,1
Lamjung,Gandaki,Hill,Western,गौडा,3,1
Lamjung,Gandaki,Hill,Western,गौडा,4,1
Lamjung,Gandaki,Hill,Western,गौडा,5,1
Lamjung,Gandaki,Hill,Western,गौडा,6,1
Lamjung,Gandaki,Hill,Western,गौडा,7,1
Lamjung,Gandaki,Hill,Western,नौथर,6,1
Lamjung,Gandaki,Hill,Western,नौथर,7,1
Lamjung,Gandaki,Hill,Western,नौथर,8,1
Lamjung,Gandaki,Hill,Western,नौथर,9,1
Lamjung,Gandaki,Hill,Western,पाचोक,1,1
Lamjung,Gandaki,Hill,Western,पाचोक,2,1
Lamjung,Gandaki,Hill,Western,पाचोक,3,1
Lamjung,Gandaki,Hill,Western,पाचोक,4,1
Lamjung,Gandaki,Hill,Western,पाचोक,5,1
Lamjung,Gandaki,Hill,Western,पाचोक,6,1
Lamjung,Gandaki,Hill,Western,पाचोक,7,1
Lamjung,Gandaki,Hill,Western,पाचोक,8,1
Lamjung,Gandaki,Hill,Western,पाचोक,9,1
Lamjung,Gandaki,Hill,Western,फलेनी,1,1
Lamjung,Gandaki,Hill,Western,फलेनी,2,1
Lamjung,Gandaki,Hill,Western,फलेनी,3,1
Lamjung,Gandaki,Hill,Western,फलेनी,4,1
Lamjung,Gandaki,Hill,Western,फलेनी,5,1
Lamjung,Gandaki,Hill,Western,फलेनी,6,1
Lamjung,Gandaki,Hill,Western,फलेनी,7,1
Lamjung,Gandaki,Hill,Western,फलेनी,8,1
Lamjung,Gandaki,Hill,Western,फलेनी,9,1
Lamjung,Gandaki,Hill,Western,भलायखर्क,1,1
Lamjung,Gandaki,Hill,Western,भलायखर्क,2,1
Lamjung,Gandaki,Hill,Western,भलायखर्क,3,1
Lamjung,Gandaki,Hill,Western,भलायखर्क,4,1
Lamjung,Gandaki,Hill,Western,भलायखर्क,5,1
Lamjung,Gandaki,Hill,Western,भलायखर्क,6,1
Lamjung,Gandaki,Hill,Western,भलायखर्क,7,1
Lamjung,Gandaki,Hill,Western,भलायखर्क,8,1
Lamjung,Gandaki,Hill,Western,भलायखर्क,9,1
Lamjung,Gandaki,Hill,Western,विचौर,1,1
Lamjung,Gandaki,Hill,Western,विचौर,2,1
Lamjung,Gandaki,Hill,Western,विचौर,3,1
Lamjung,Gandaki,Hill,Western,विचौर,4,1
Lamjung,Gandaki,Hill,Western,विचौर,5,1
Lamjung,Gandaki,Hill,Western,विचौर,6,1
Lamjung,Gandaki,Hill,Western,विचौर,7,1
Lamjung,Gandaki,Hill,Western,विचौर,8,1
Lamjung,Gandaki,Hill,Western,विचौर,9,1
Lalitpur,Bagmati,Hill,Central,गोटीखेल,7,1
Lalitpur,Bagmati,Hill,Central,गोटीखेल,8,1
Lalitpur,Bagmati,Hill,Central,गोटीखेल,9,1
Lalitpur,Bagmati,Hill,Central,कालेश्वर,1,1
Lalitpur,Bagmati,Hill,Central,कालेश्वर,2,1
Lalitpur,Bagmati,Hill,Central,कालेश्वर,3,1
Lalitpur,Bagmati,Hill,Central,कालेश्वर,4,1
Lalitpur,Bagmati,Hill,Central,कालेश्वर,5,1
Lalitpur,Bagmati,Hill,Central,कालेश्वर,6,1
Lalitpur,Bagmati,Hill,Central,कालेश्वर,7,1
Lalitpur,Bagmati,Hill,Central,कालेश्वर,8,1
Lalitpur,Bagmati,Hill,Central,कालेश्वर,9,1
Lalitpur,Bagmati,Hill,Central,ठूलादुर्लुङ,1,1
Lalitpur,Bagmati,Hill,Central,ठूलादुर्लुङ,2,1
Lalitpur,Bagmati,Hill,Central,ठूलादुर्लुङ,3,1
Lalitpur,Bagmati,Hill,Central,ठूलादुर्लुङ,4,1
Lalitpur,Bagmati,Hill,Central,ठूलादुर्लुङ,5,1
Lalitpur,Bagmati,Hill,Central,ठूलादुर्लुङ,6,1
Lalitpur,Bagmati,Hill,Central,ठूलादुर्लुङ,7,1
Lalitpur,Bagmati,Hill,Central,ठूलादुर्लुङ,8,1
Lalitpur,Bagmati,Hill,Central,ठूलादुर्लुङ,9,1
Lalitpur,Bagmati,Hill,Central,इमाडोल,4,2
Lalitpur,Bagmati,Hill,Central,इमाडोल,5,2
Lalitpur,Bagmati,Hill,Central,इमाडोल,6,2
Lalitpur,Bagmati,Hill,Central,इमाडोल,7,2
Lalitpur,Bagmati,Hill,Central,इमाडोल,8,2
Lalitpur,Bagmati,Hill,Central,इमाडोल,9,2
Lalitpur,Bagmati,Hill,Central,सिद्धिपुर,1,2
Lalitpur,Bagmati,Hill,Central,सिद्धिपुर,2,2
Lalitpur,Bagmati,Hill,Central,सिद्धिपुर,3,2
Lalitpur,Bagmati,Hill,Central,सिद्धिपुर,4,2
Lalitpur,Bagmati,Hill,Central,सिद्धिपुर,5,2
Lalitpur,Bagmati,Hill,Central,सिद्धिपुर,6,2
Lalitpur,Bagmati,Hill,Central,सिद्धिपुर,7,2
Lalitpur,Bagmati,Hill,Central,सिद्धिपुर,8,2
Lalitpur,Bagmati,Hill,Central,सिद्धिपुर,9,2
Lalitpur,Bagmati,Hill,Central,सैवु भैंसेपाटी,1,3
Lalitpur,Bagmati,Hill,Central,सैवु भैंसेपाटी,2,3
Lalitpur,Bagmati,Hill,Central,सैवु भैंसेपाटी,3,3
Lalitpur,Bagmati,Hill,Central,सैवु भैंसेपाटी,4,3
Lalitpur,Bagmati,Hill,Central,सैवु भैंसेपाटी,5,3
Lalitpur,Bagmati,Hill,Central,सैवु भैंसेपाटी,6,3
Lalitpur,Bagmati,Hill,Central,सैवु भैंसेपाटी,7,3
Lalitpur,Bagmati,Hill,Central,सैवु भैंसेपाटी,8,3
Lalitpur,Bagmati,Hill,Central,सैवु भैंसेपाटी,9,3
Lalitpur,Bagmati,Hill,Central,खोकना,1,3
Lalitpur,Bagmati,Hill,Central,खोकना,2,3
Lalitpur,Bagmati,Hill,Central,खोकना,3,3
Lalitpur,Bagmati,Hill,Central,खोकना,4,3
Lalitpur,Bagmati,Hill,Central,खोकना,5,3
Lalitpur,Bagmati,Hill,Central,खोकना,6,3
Lalitpur,Bagmati,Hill,Central,खोकना,7,3
Lalitpur,Bagmati,Hill,Central,खोकना,8,3
Lalitpur,Bagmati,Hill,Central,खोकना,9,3
Lalitpur,Bagmati,Hill,Central,सुनाकोठी,1,3
Lalitpur,Bagmati,Hill,Central,सुनाकोठी,2,3
Lalitpur,Bagmati,Hill,Central,सुनाकोठी,3,3
Lalitpur,Bagmati,Hill,Central,सुनाकोठी,4,3
Lalitpur,Bagmati,Hill,Central,सुनाकोठी,5,3
Lalitpur,Bagmati,Hill,Central,सुनाकोठी,6,3
Lalitpur,Bagmati,Hill,Central,सुनाकोठी,7,3
Lalitpur,Bagmati,Hill,Central,सुनाकोठी,8,3
Lalitpur,Bagmati,Hill,Central,सुनाकोठी,9,3
Lalitpur,Bagmati,Hill,Central,ठैव,1,3
Lalitpur,Bagmati,Hill,Central,ठैव,2,3
Lalitpur,Bagmati,Hill,Central,ठैव,3,3
Lalitpur,Bagmati,Hill,Central,ठैव,4,3
Lalitpur,Bagmati,Hill,Central,ठैव,5,3
Lalitpur,Bagmati,Hill,Central,ठैव,6,3
Lalitpur,Bagmati,Hill,Central,ठैव,7,3
Lalitpur,Bagmati,Hill,Central,गोदावरी,3,1
Lalitpur,Bagmati,Hill,Central,गोदावरी,4,1
Lalitpur,Bagmati,Hill,Central,गोदावरी,5,1
Lalitpur,Bagmati,Hill,Central,गोदावरी,6,1
Lalitpur,Bagmati,Hill,Central,गोदावरी,7,1
Lalitpur,Bagmati,Hill,Central,गोदावरी,8,1
Lalitpur,Bagmati,Hill,Central,गोदावरी,9,1
Lalitpur,Bagmati,Hill,Central,गोदामचौर,1,1
Lalitpur,Bagmati,Hill,Central,गोदामचौर,2,1
Lalitpur,Bagmati,Hill,Central,गोदामचौर,3,1
Lalitpur,Bagmati,Hill,Central,गोदामचौर,4,1
Lalitpur,Bagmati,Hill,Central,गोदामचौर,5,1
Lalitpur,Bagmati,Hill,Central,गोदामचौर,6,1
Lalitpur,Bagmati,Hill,Central,गोदामचौर,7,1
Lalitpur,Bagmati,Hill,Central,गोदामचौर,8,1
Lalitpur,Bagmati,Hill,Central,गोदामचौर,9,1
Lalitpur,Bagmati,Hill,Central,बिशंखुनारायण,1,1
Lalitpur,Bagmati,Hill,Central,बिशंखुनारायण,2,1
Lalitpur,Bagmati,Hill,Central,बिशंखुनारायण,3,1
Lalitpur,Bagmati,Hill,Central,बिशंखुनारायण,4,1
Lalitpur,Bagmati,Hill,Central,बिशंखुनारायण,5,1
Lalitpur,Bagmati,Hill,Central,बिशंखुनारायण,6,1
Lalitpur,Bagmati,Hill,Central,बिशंखुनारायण,7,1
Lalitpur,Bagmati,Hill,Central,बिशंखुनारायण,8,1
Lalitpur,Bagmati,Hill,Central,बिशंखुनारायण,9,1
Lalitpur,Bagmati,Hill,Central,देवीचौर,1,1
Lalitpur,Bagmati,Hill,Central,देवीचौर,2,1
Lalitpur,Bagmati,Hill,Central,देवीचौर,3,1
Lalitpur,Bagmati,Hill,Central,देवीचौर,4,1
Lalitpur,Bagmati,Hill,Central,देवीचौर,5,1
Lalitpur,Bagmati,Hill,Central,देवीचौर,6,1
Lalitpur,Bagmati,Hill,Central,देवीचौर,7,1
Lalitpur,Bagmati,Hill,Central,देवीचौर,8,1
Lalitpur,Bagmati,Hill,Central,देवीचौर,9,1
Lalitpur,Bagmati,Hill,Central,लामाटार,1,2
Lalitpur,Bagmati,Hill,Central,लामाटार,2,2
Lalitpur,Bagmati,Hill,Central,लामाटार,3,2
Lalitpur,Bagmati,Hill,Central,लामाटार,4,2
Lalitpur,Bagmati,Hill,Central,लामाटार,5,2
Lalitpur,Bagmati,Hill,Central,लामाटार,6,2
Lalitpur,Bagmati,Hill,Central,लामाटार,7,2
Lalitpur,Bagmati,Hill,Central,लामाटार,8,2
Lalitpur,Bagmati,Hill,Central,लामाटार,9,2
Lalitpur,Bagmati,Hill,Central,लुभू,1,2
Lalitpur,Bagmati,Hill,Central,लुभू,2,2
Lalitpur,Bagmati,Hill,Central,लुभू,3,2
Lalitpur,Bagmati,Hill,Central,डुकुछाप,1,1
Lalitpur,Bagmati,Hill,Central,लुभू,4,2
Lalitpur,Bagmati,Hill,Central,लुभू,5,2
Lalitpur,Bagmati,Hill,Central,लुभू,6,2
Lalitpur,Bagmati,Hill,Central,लुभू,7,2
Lalitpur,Bagmati,Hill,Central,लुभू,8,2
Lalitpur,Bagmati,Hill,Central,लुभू,9,2
Lalitpur,Bagmati,Hill,Central,टिकाथली,1,2
Lalitpur,Bagmati,Hill,Central,टिकाथली,2,2
Lalitpur,Bagmati,Hill,Central,टिकाथली,3,2
Lalitpur,Bagmati,Hill,Central,टिकाथली,4,2
Lalitpur,Bagmati,Hill,Central,टिकाथली,5,2
Lalitpur,Bagmati,Hill,Central,टिकाथली,6,2
Lalitpur,Bagmati,Hill,Central,टिकाथली,7,2
Lalitpur,Bagmati,Hill,Central,टिकाथली,8,2
Lalitpur,Bagmati,Hill,Central,टिकाथली,9,2
Lalitpur,Bagmati,Hill,Central,इमाडोल,1,2
Lalitpur,Bagmati,Hill,Central,इमाडोल,2,2
Lalitpur,Bagmati,Hill,Central,ठैव,8,3
Lalitpur,Bagmati,Hill,Central,ठैव,9,3
Lalitpur,Bagmati,Hill,Central,हरिसिद्धि,1,3
Lalitpur,Bagmati,Hill,Central,हरिसिद्धि,2,3
Lalitpur,Bagmati,Hill,Central,हरिसिद्धि,3,3
Lalitpur,Bagmati,Hill,Central,हरिसिद्धि,4,3
Lalitpur,Bagmati,Hill,Central,हरिसिद्धि,5,3
Lalitpur,Bagmati,Hill,Central,हरिसिद्धि,6,3
Lalitpur,Bagmati,Hill,Central,हरिसिद्धि,7,3
Lalitpur,Bagmati,Hill,Central,हरिसिद्धि,8,3
Lalitpur,Bagmati,Hill,Central,हरिसिद्धि,9,3
Lalitpur,Bagmati,Hill,Central,बुङमती,1,3
Lalitpur,Bagmati,Hill,Central,बुङमती,2,3
Lalitpur,Bagmati,Hill,Central,बुङमती,3,3
Lalitpur,Bagmati,Hill,Central,बुङमती,4,3
Lalitpur,Bagmati,Hill,Central,बुङमती,5,3
Lalitpur,Bagmati,Hill,Central,बुङमती,6,3
Lalitpur,Bagmati,Hill,Central,बुङमती,7,3
Lalitpur,Bagmati,Hill,Central,बुङमती,8,3
Lalitpur,Bagmati,Hill,Central,बुङमती,9,3
Lalitpur,Bagmati,Hill,Central,ठेचो,1,3
Lalitpur,Bagmati,Hill,Central,ठेचो,2,3
Lalitpur,Bagmati,Hill,Central,ठेचो,3,3
Lalitpur,Bagmati,Hill,Central,ठेचो,4,3
Lalitpur,Bagmati,Hill,Central,ठेचो,5,3
Lalitpur,Bagmati,Hill,Central,ठेचो,6,3
Lalitpur,Bagmati,Hill,Central,ठेचो,7,3
Lalitpur,Bagmati,Hill,Central,ठेचो,8,3
Lalitpur,Bagmati,Hill,Central,ठेचो,9,3
Lalitpur,Bagmati,Hill,Central,धापाखेल,1,3
Lalitpur,Bagmati,Hill,Central,धापाखेल,2,3
Lalitpur,Bagmati,Hill,Central,धापाखेल,3,3
Lalitpur,Bagmati,Hill,Central,धापाखेल,4,3
Lalitpur,Bagmati,Hill,Central,धापाखेल,5,3
Lalitpur,Bagmati,Hill,Central,धापाखेल,6,3
Lalitpur,Bagmati,Hill,Central,धापाखेल,7,3
Lalitpur,Bagmati,Hill,Central,धापाखेल,8,3
Lalitpur,Bagmati,Hill,Central,धापाखेल,9,3
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,1,3
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,2,3
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,3,3
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,4,3
Lalitpur,Bagmati,Hill,Central,इमाडोल,3,2
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,5,3
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,6,2
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,7,2
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,8,2
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,9,2
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,10,3
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,11,2
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,12,2
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,13,3
Lalitpur,Bagmati,Hill,Central,ललितपुर उप महानगरपालिका,14,3
Lalitpur,Bagmati,Hill,Central,प्यूटार,8,1
Lalitpur,Bagmati,Hill,Central,प्यूटार,9,1
Lalitpur,Bagmati,Hill,Central,भारदेव,1,1
Lalitpur,Bagmati,Hill,Central,भारदेव,2,1
Lalitpur,Bagmati,Hill,Central,भारदेव,3,1
Lalitpur,Bagmati,Hill,Central,भारदेव,4,1
Lalitpur,Bagmati,Hill,Central,भारदेव,5,1
Lalitpur,Bagmati,Hill,Central,भारदेव,6,1
Lalitpur,Bagmati,Hill,Central,भारदेव,7,1
Lalitpur,Bagmati,Hill,Central,भारदेव,8,1
Lalitpur,Bagmati,Hill,Central,भारदेव,9,1
Lalitpur,Bagmati,Hill,Central,बुखेल,1,1
Lalitpur,Bagmati,Hill,Central,बुखेल,2,1
Lalitpur,Bagmati,Hill,Central,बुखेल,3,1
Lalitpur,Bagmati,Hill,Central,बुखेल,4,1
Lalitpur,Bagmati,Hill,Central,बुखेल,5,1
Lalitpur,Bagmati,Hill,Central,बुखेल,6,1
Lalitpur,Bagmati,Hill,Central,बुखेल,7,1
Lalitpur,Bagmati,Hill,Central,बुखेल,8,1
Lalitpur,Bagmati,Hill,Central,बुखेल,9,1
Lalitpur,Bagmati,Hill,Central,चौघरे,1,1
Lalitpur,Bagmati,Hill,Central,चौघरे,2,1
Lalitpur,Bagmati,Hill,Central,चौघरे,3,1
Lalitpur,Bagmati,Hill,Central,चौघरे,4,1
Lalitpur,Bagmati,Hill,Central,चौघरे,5,1
Lalitpur,Bagmati,Hill,Central,चौघरे,6,1
Lalitpur,Bagmati,Hill,Central,चौघरे,7,1
Lalitpur,Bagmati,Hill,Central,चौघरे,8,1
Lalitpur,Bagmati,Hill,Central,चौघरे,9,1
Lalitpur,Bagmati,Hill,Central,इकुडोल,1,1
Lalitpur,Bagmati,Hill,Central,इकुडोल,2,1
Lalitpur,Bagmati,Hill,Central,इकुडोल,3,1
Lalitpur,Bagmati,Hill,Central,इकुडोल,4,1
Lalitpur,Bagmati,Hill,Central,इकुडोल,5,1
Lalitpur,Bagmati,Hill,Central,इकुडोल,6,1
Lalitpur,Bagmati,Hill,Central,इकुडोल,7,1
Lalitpur,Bagmati,Hill,Central,इकुडोल,8,1
Lalitpur,Bagmati,Hill,Central,इकुडोल,9,1
Lalitpur,Bagmati,Hill,Central,मानिखेल,1,1
Lalitpur,Bagmati,Hill,Central,मानिखेल,2,1
Lalitpur,Bagmati,Hill,Central,मानिखेल,3,1
Lalitpur,Bagmati,Hill,Central,मानिखेल,4,1
Lalitpur,Bagmati,Hill,Central,मानिखेल,5,1
Lalitpur,Bagmati,Hill,Central,मानिखेल,6,1
Lalitpur,Bagmati,Hill,Central,मानिखेल,7,1
Lalitpur,Bagmati,Hill,Central,मानिखेल,8,1
Lalitpur,Bagmati,Hill,Central,भट्टेडाँडा,1,1
Lalitpur,Bagmati,Hill,Central,भट्टेडाँडा,2,1
Lalitpur,Bagmati,Hill,Central,भट्टेडाँडा,3,1
Lalitpur,Bagmati,Hill,Central,भट्टेडाँडा,4,1
Lalitpur,Bagmati,Hill,Central,भट्टेडाँडा,5,1
Lalitpur,Bagmati,Hill,Central,भट्टेडाँडा,6,1
Lalitpur,Bagmati,Hill,Central,भट्टेडाँडा,7,1
Lalitpur,Bagmati,Hill,Central,भट्टेडाँडा,8,1
Lalitpur,Bagmati,Hill,Central,भट्टेडाँडा,9,1
Lalitpur,Bagmati,Hill,Central,दलचोकी,1,1
Lalitpur,Bagmati,Hill,Central,दलचोकी,2,1
Lalitpur,Bagmati,Hill,Central,दलचोकी,3,1
Lalitpur,Bagmati,Hill,Central,दलचोकी,4,1
Lalitpur,Bagmati,Hill,Central,दलचोकी,5,1
Lalitpur,Bagmati,Hill,Central,दलचोकी,6,1
Lalitpur,Bagmati,Hill,Central,दलचोकी,7,1
Lalitpur,Bagmati,Hill,Central,दलचोकी,8,1
Lalitpur,Bagmati,Hill,Central,दलचोकी,9,1
Lalitpur,Bagmati,Hill,Central,घुसेल,1,1
Lalitpur,Bagmati,Hill,Central,घुसेल,2,1
Lalitpur,Bagmati,Hill,Central,घुसेल,3,1
Lalitpur,Bagmati,Hill,Central,घुसेल,4,1
Lalitpur,Bagmati,Hill,Central,घुसेल,5,1
Lalitpur,Bagmati,Hill,Central,घुसेल,6,1
Lalitpur,Bagmati,Hill,Central,घुसेल,7,1
Lalitpur,Bagmati,Hill,Central,घुसेल,8,1
Lalitpur,Bagmati,Hill,Central,घुसेल,9,1
Lalitpur,Bagmati,Hill,Central,लेले,1,1
Lalitpur,Bagmati,Hill,Central,लेले,2,1
Lalitpur,Bagmati,Hill,Central,लेले,3,1
Lalitpur,Bagmati,Hill,Central,लेले,4,1
Lalitpur,Bagmati,Hill,Central,लेले,5,1
Lalitpur,Bagmati,Hill,Central,लेले,6,1
Lalitpur,Bagmati,Hill,Central,लेले,7,1
Lalitpur,Bagmati,Hill,Central,लेले,8,1
Lalitpur,Bagmati,Hill,Central,लेले,9,1
Lalitpur,Bagmati,Hill,Central,माल्टा,1,1
Lalitpur,Bagmati,Hill,Central,माल्टा,2,1
Lalitpur,Bagmati,Hill,Central,माल्टा,3,1
Lalitpur,Bagmati,Hill,Central,माल्टा,4,1
Lalitpur,Bagmati,Hill,Central,माल्टा,5,1
