District,Zone,Geographical Region,Development Region,VDC_Municipality,Ward_Number,Constituency
Kavre,Bagmati,Hill,Central,कात्तिके देउराली,1,1
Kavre,Bagmati,Hill,Central,कात्तिके देउराली,2,1
Kavre,Bagmati,Hill,Central,कात्तिके देउराली,3,1
Kavre,Bagmati,Hill,Central,कात्तिके देउराली,4,1
Kavre,Bagmati,Hill,Central,कात्तिके देउराली,5,1
Kavre,Bagmati,Hill,Central,कात्तिके देउराली,6,1
Kavre,Bagmati,Hill,Central,कात्तिके देउराली,7,1
Kavre,Bagmati,Hill,Central,कात्तिके देउराली,8,1
Kavre,Bagmati,Hill,Central,कात्तिके देउराली,9,1
Kavre,Bagmati,Hill,Central,मादन कुंडारी,1,1
Kavre,Bagmati,Hill,Central,मादन कुंडारी,2,1
Kavre,Bagmati,Hill,Central,मादन कुंडारी,3,1
Kavre,Bagmati,Hill,Central,मादन कुंडारी,4,1
Kavre,Bagmati,Hill,Central,मादन कुंडारी,5,1
Kavre,Bagmati,Hill,Central,ठुलोपर्सेला,7,1
Kavre,Bagmati,Hill,Central,ठुलोपर्सेला,8,1
Kavre,Bagmati,Hill,Central,ठुलोपर्सेला,9,1
Kavre,Bagmati,Hill,Central,वाल्टिङ,1,1
Kavre,Bagmati,Hill,Central,वाल्टिङ,2,1
Kavre,Bagmati,Hill,Central,वाल्टिङ,3,1
Kavre,Bagmati,Hill,Central,वाल्टिङ,4,1
Kavre,Bagmati,Hill,Central,वाल्टिङ,5,1
Kavre,Bagmati,Hill,Central,वाल्टिङ,6,1
Kavre,Bagmati,Hill,Central,वाल्टिङ,7,1
Kavre,Bagmati,Hill,Central,वाल्टिङ,8,1
Kavre,Bagmati,Hill,Central,वाल्टिङ,9,1
Kavre,Bagmati,Hill,Central,खार्पाचोक,1,1
Kavre,Bagmati,Hill,Central,खार्पाचोक,2,1
Kavre,Bagmati,Hill,Central,खार्पाचोक,3,1
Kavre,Bagmati,Hill,Central,खार्पाचोक,4,1
Kavre,Bagmati,Hill,Central,खार्पाचोक,5,1
Kavre,Bagmati,Hill,Central,खार्पाचोक,6,1
Kavre,Bagmati,Hill,Central,खार्पाचोक,7,1
Kavre,Bagmati,Hill,Central,खार्पाचोक,8,1
Kavre,Bagmati,Hill,Central,खार्पाचोक,9,1
Kavre,Bagmati,Hill,Central,मंगलटार,1,1
Kavre,Bagmati,Hill,Central,मंगलटार,2,1
Kavre,Bagmati,Hill,Central,मंगलटार,3,1
Kavre,Bagmati,Hill,Central,मंगलटार,4,1
Kavre,Bagmati,Hill,Central,मंगलटार,5,1
Kavre,Bagmati,Hill,Central,मंगलटार,6,1
Kavre,Bagmati,Hill,Central,मंगलटार,7,1
Kavre,Bagmati,Hill,Central,मंगलटार,8,1
Kavre,Bagmati,Hill,Central,मंगलटार,9,1
Kavre,Bagmati,Hill,Central,सिपाली चिलाउने,1,1
Kavre,Bagmati,Hill,Central,सिपाली चिलाउने,2,1
Kavre,Bagmati,Hill,Central,सिपाली चिलाउने,3,1
Kavre,Bagmati,Hill,Central,सिपाली चिलाउने,4,1
Kavre,Bagmati,Hill,Central,सिपाली चिलाउने,5,1
Kavre,Bagmati,Hill,Central,सिपाली चिलाउने,6,1
Kavre,Bagmati,Hill,Central,सिपाली चिलाउने,7,1
Kavre,Bagmati,Hill,Central,सिपाली चिलाउने,8,1
Kavre,Bagmati,Hill,Central,सिपाली चिलाउने,9,1
Kavre,Bagmati,Hill,Central,भिमखोरी,1,1
Kavre,Bagmati,Hill,Central,भिमखोरी,2,1
Kavre,Bagmati,Hill,Central,भिमखोरी,3,1
Kavre,Bagmati,Hill,Central,भिमखोरी,4,1
Kavre,Bagmati,Hill,Central,भिमखोरी,5,1
Kavre,Bagmati,Hill,Central,भिमखोरी,6,1
Kavre,Bagmati,Hill,Central,भिमखोरी,7,1
Kavre,Bagmati,Hill,Central,भिमखोरी,8,1
Kavre,Bagmati,Hill,Central,भिमखोरी,9,1
Kavre,Bagmati,Hill,Central,मेच्छे,3,1
Kavre,Bagmati,Hill,Central,मेच्छे,4,1
Kavre,Bagmati,Hill,Central,मेच्छे,5,1
Kavre,Bagmati,Hill,Central,मेच्छे,6,1
Kavre,Bagmati,Hill,Central,मेच्छे,7,1
Kavre,Bagmati,Hill,Central,मेच्छे,8,1
Kavre,Bagmati,Hill,Central,मेच्छे,9,1
Kavre,Bagmati,Hill,Central,मेथिनकोट,1,1
Kavre,Bagmati,Hill,Central,मेथिनकोट,2,1
Kavre,Bagmati,Hill,Central,मेथिनकोट,3,1
Kavre,Bagmati,Hill,Central,मेथिनकोट,4,1
Kavre,Bagmati,Hill,Central,मेथिनकोट,5,1
Kavre,Bagmati,Hill,Central,मेथिनकोट,6,1
Kavre,Bagmati,Hill,Central,मेथिनकोट,7,1
Kavre,Bagmati,Hill,Central,मेथिनकोट,8,1
Kavre,Bagmati,Hill,Central,मेथिनकोट,9,1
Kavre,Bagmati,Hill,Central,पोखरी नारायणस्थान,1,1
Kavre,Bagmati,Hill,Central,पोखरी नारायणस्थान,2,1
Kavre,Bagmati,Hill,Central,वनखुचौर,1,1
Kavre,Bagmati,Hill,Central,वनखुचौर,2,1
Kavre,Bagmati,Hill,Central,वनखुचौर,3,1
Kavre,Bagmati,Hill,Central,वनखुचौर,4,1
Kavre,Bagmati,Hill,Central,वनखुचौर,5,1
Kavre,Bagmati,Hill,Central,वनखुचौर,6,1
Kavre,Bagmati,Hill,Central,वनखुचौर,7,1
Kavre,Bagmati,Hill,Central,वनखुचौर,8,1
Kavre,Bagmati,Hill,Central,वनखुचौर,9,1
Kavre,Bagmati,Hill,Central,वुढाखानी,1,1
Kavre,Bagmati,Hill,Central,वुढाखानी,2,1
Kavre,Bagmati,Hill,Central,वुढाखानी,3,1
Kavre,Bagmati,Hill,Central,वुढाखानी,4,1
Kavre,Bagmati,Hill,Central,वुढाखानी,5,1
Kavre,Bagmati,Hill,Central,वुढाखानी,6,1
Kavre,Bagmati,Hill,Central,वुढाखानी,7,1
Kavre,Bagmati,Hill,Central,पोखरी नारायणस्थान,3,1
Kavre,Bagmati,Hill,Central,पोखरी नारायणस्थान,4,1
Kavre,Bagmati,Hill,Central,पोखरी नारायणस्थान,5,1
Kavre,Bagmati,Hill,Central,पोखरी नारायणस्थान,6,1
Kavre,Bagmati,Hill,Central,पोखरी नारायणस्थान,7,1
Kavre,Bagmati,Hill,Central,पोखरी नारायणस्थान,8,1
Kavre,Bagmati,Hill,Central,पोखरी नारायणस्थान,9,1
Kavre,Bagmati,Hill,Central,सरमथली,1,1
Kavre,Bagmati,Hill,Central,सरमथली,2,1
Kavre,Bagmati,Hill,Central,सरमथली,3,1
Kavre,Bagmati,Hill,Central,सरमथली,4,1
Kavre,Bagmati,Hill,Central,सरमथली,5,1
Kavre,Bagmati,Hill,Central,सरमथली,6,1
Kavre,Bagmati,Hill,Central,सरमथली,7,1
Kavre,Bagmati,Hill,Central,सरमथली,8,1
Kavre,Bagmati,Hill,Central,सरमथली,9,1
Kavre,Bagmati,Hill,Central,सरस्युखर्क,1,1
Kavre,Bagmati,Hill,Central,सरस्युखर्क,2,1
Kavre,Bagmati,Hill,Central,सरस्युखर्क,3,1
Kavre,Bagmati,Hill,Central,सरस्युखर्क,4,1
Kavre,Bagmati,Hill,Central,सरस्युखर्क,5,1
Kavre,Bagmati,Hill,Central,सरस्युखर्क,6,1
Kavre,Bagmati,Hill,Central,सरस्युखर्क,7,1
Kavre,Bagmati,Hill,Central,सरस्युखर्क,8,1
Kavre,Bagmati,Hill,Central,सरस्युखर्क,9,1
Kavre,Bagmati,Hill,Central,ठुलोपर्सेला,1,1
Kavre,Bagmati,Hill,Central,ठुलोपर्सेला,2,1
Kavre,Bagmati,Hill,Central,ठुलोपर्सेला,3,1
Kavre,Bagmati,Hill,Central,ठुलोपर्सेला,4,1
Kavre,Bagmati,Hill,Central,ठुलोपर्सेला,5,1
Kavre,Bagmati,Hill,Central,ठुलोपर्सेला,6,1
Kavre,Bagmati,Hill,Central,माझिफेदा,6,1
Kavre,Bagmati,Hill,Central,माझिफेदा,7,1
Kavre,Bagmati,Hill,Central,माझिफेदा,8,1
Kavre,Bagmati,Hill,Central,माझिफेदा,9,1
Kavre,Bagmati,Hill,Central,धुसेनी सिवालय,1,1
Kavre,Bagmati,Hill,Central,धुसेनी सिवालय,2,1
Kavre,Bagmati,Hill,Central,धुसेनी सिवालय,3,1
Kavre,Bagmati,Hill,Central,धुसेनी सिवालय,4,1
Kavre,Bagmati,Hill,Central,धुसेनी सिवालय,5,1
Kavre,Bagmati,Hill,Central,धुसेनी सिवालय,6,1
Kavre,Bagmati,Hill,Central,धुसेनी सिवालय,7,1
Kavre,Bagmati,Hill,Central,धुसेनी सिवालय,8,1
Kavre,Bagmati,Hill,Central,धुसेनी सिवालय,9,1
Kavre,Bagmati,Hill,Central,गोठपानी,1,1
Kavre,Bagmati,Hill,Central,गोठपानी,2,1
Kavre,Bagmati,Hill,Central,गोठपानी,3,1
Kavre,Bagmati,Hill,Central,गोठपानी,4,1
Kavre,Bagmati,Hill,Central,गोठपानी,5,1
Kavre,Bagmati,Hill,Central,गोठपानी,6,1
Kavre,Bagmati,Hill,Central,गोठपानी,7,1
Kavre,Bagmati,Hill,Central,गोठपानी,8,1
Kavre,Bagmati,Hill,Central,गोठपानी,9,1
Kavre,Bagmati,Hill,Central,पोखरी चौरी,1,1
Kavre,Bagmati,Hill,Central,पोखरी चौरी,2,1
Kavre,Bagmati,Hill,Central,पोखरी चौरी,3,1
Kavre,Bagmati,Hill,Central,पोखरी चौरी,4,1
Kavre,Bagmati,Hill,Central,पोखरी चौरी,5,1
Kavre,Bagmati,Hill,Central,पोखरी चौरी,6,1
Kavre,Bagmati,Hill,Central,पोखरी चौरी,7,1
Kavre,Bagmati,Hill,Central,पोखरी चौरी,8,1
Kavre,Bagmati,Hill,Central,पोखरी चौरी,9,1
Kavre,Bagmati,Hill,Central,विर्ता देउराली,1,1
Kavre,Bagmati,Hill,Central,विर्ता देउराली,2,1
Kavre,Bagmati,Hill,Central,विर्ता देउराली,3,1
Kavre,Bagmati,Hill,Central,विर्ता देउराली,4,1
Kavre,Bagmati,Hill,Central,विर्ता देउराली,5,1
Kavre,Bagmati,Hill,Central,विर्ता देउराली,6,1
Kavre,Bagmati,Hill,Central,विर्ता देउराली,7,1
Kavre,Bagmati,Hill,Central,विर्ता देउराली,8,1
Kavre,Bagmati,Hill,Central,विर्ता देउराली,9,1
Kavre,Bagmati,Hill,Central,मिल्चे,7,2
Kavre,Bagmati,Hill,Central,मिल्चे,8,2
Kavre,Bagmati,Hill,Central,मिल्चे,9,2
Kavre,Bagmati,Hill,Central,डाडागाउं,1,2
Kavre,Bagmati,Hill,Central,डाडागाउं,2,2
Kavre,Bagmati,Hill,Central,डाडागाउं,3,2
Kavre,Bagmati,Hill,Central,डाडागाउं,4,2
Kavre,Bagmati,Hill,Central,डाडागाउं,5,2
Kavre,Bagmati,Hill,Central,डाडागाउं,6,2
Kavre,Bagmati,Hill,Central,डाडागाउं,7,2
Kavre,Bagmati,Hill,Central,डाडागाउं,8,2
Kavre,Bagmati,Hill,Central,डाडागाउं,9,2
Kavre,Bagmati,Hill,Central,सालधारा,1,2
Kavre,Bagmati,Hill,Central,सालधारा,2,2
Kavre,Bagmati,Hill,Central,सालधारा,3,2
Kavre,Bagmati,Hill,Central,सालधारा,4,2
Kavre,Bagmati,Hill,Central,सालधारा,5,2
Kavre,Bagmati,Hill,Central,सालधारा,6,2
Kavre,Bagmati,Hill,Central,सालधारा,7,2
Kavre,Bagmati,Hill,Central,सालधारा,8,2
Kavre,Bagmati,Hill,Central,सालधारा,9,2
Kavre,Bagmati,Hill,Central,फलामेटार,1,2
Kavre,Bagmati,Hill,Central,फलामेटार,2,2
Kavre,Bagmati,Hill,Central,फलामेटार,3,2
Kavre,Bagmati,Hill,Central,फलामेटार,4,2
Kavre,Bagmati,Hill,Central,फलामेटार,5,2
Kavre,Bagmati,Hill,Central,फलामेटार,6,2
Kavre,Bagmati,Hill,Central,फलामेटार,7,2
Kavre,Bagmati,Hill,Central,फलामेटार,8,2
Kavre,Bagmati,Hill,Central,फलामेटार,9,2
Kavre,Bagmati,Hill,Central,साल्मेचाकल,1,2
Kavre,Bagmati,Hill,Central,साल्मेचाकल,2,2
Kavre,Bagmati,Hill,Central,साल्मेचाकल,3,2
Kavre,Bagmati,Hill,Central,साल्मेचाकल,4,2
Kavre,Bagmati,Hill,Central,साल्मेचाकल,5,2
Kavre,Bagmati,Hill,Central,साल्मेचाकल,6,2
Kavre,Bagmati,Hill,Central,साल्मेचाकल,7,2
Kavre,Bagmati,Hill,Central,साल्मेचाकल,8,2
Kavre,Bagmati,Hill,Central,साल्मेचाकल,9,2
Kavre,Bagmati,Hill,Central,श्यामपाटी सिमलचौर,1,2
Kavre,Bagmati,Hill,Central,फोकसिङटार,1,1
Kavre,Bagmati,Hill,Central,फोकसिङटार,2,1
Kavre,Bagmati,Hill,Central,फोकसिङटार,3,1
Kavre,Bagmati,Hill,Central,फोकसिङटार,4,1
Kavre,Bagmati,Hill,Central,फोकसिङटार,5,1
Kavre,Bagmati,Hill,Central,फोकसिङटार,6,1
Kavre,Bagmati,Hill,Central,फोकसिङटार,7,1
Kavre,Bagmati,Hill,Central,फोकसिङटार,8,1
Kavre,Bagmati,Hill,Central,फोकसिङटार,9,1
Kavre,Bagmati,Hill,Central,वोल्देफेदिचे,1,1
Kavre,Bagmati,Hill,Central,वोल्देफेदिचे,2,1
Kavre,Bagmati,Hill,Central,वोल्देफेदिचे,3,1
Kavre,Bagmati,Hill,Central,वोल्देफेदिचे,4,1
Kavre,Bagmati,Hill,Central,वोल्देफेदिचे,5,1
Kavre,Bagmati,Hill,Central,वोल्देफेदिचे,6,1
Kavre,Bagmati,Hill,Central,वोल्देफेदिचे,7,1
Kavre,Bagmati,Hill,Central,वोल्देफेदिचे,8,1
Kavre,Bagmati,Hill,Central,वोल्देफेदिचे,9,1
Kavre,Bagmati,Hill,Central,कुरुवास चापाखोरी,1,1
Kavre,Bagmati,Hill,Central,कुरुवास चापाखोरी,2,1
Kavre,Bagmati,Hill,Central,कुरुवास चापाखोरी,3,1
Kavre,Bagmati,Hill,Central,कुरुवास चापाखोरी,4,1
Kavre,Bagmati,Hill,Central,कुरुवास चापाखोरी,5,1
Kavre,Bagmati,Hill,Central,कुरुवास चापाखोरी,6,1
Kavre,Bagmati,Hill,Central,कुरुवास चापाखोरी,7,1
Kavre,Bagmati,Hill,Central,कुरुवास चापाखोरी,8,1
Kavre,Bagmati,Hill,Central,कुरुवास चापाखोरी,9,1
Kavre,Bagmati,Hill,Central,कानपुर कालापानी,1,1
Kavre,Bagmati,Hill,Central,कानपुर कालापानी,2,1
Kavre,Bagmati,Hill,Central,कानपुर कालापानी,3,1
Kavre,Bagmati,Hill,Central,कानपुर कालापानी,4,1
Kavre,Bagmati,Hill,Central,कानपुर कालापानी,5,1
Kavre,Bagmati,Hill,Central,कानपुर कालापानी,6,1
Kavre,Bagmati,Hill,Central,कानपुर कालापानी,7,1
Kavre,Bagmati,Hill,Central,कानपुर कालापानी,8,1
Kavre,Bagmati,Hill,Central,कानपुर कालापानी,9,1
Kavre,Bagmati,Hill,Central,कटुन्जे वेसी,1,1
Kavre,Bagmati,Hill,Central,कटुन्जे वेसी,2,1
Kavre,Bagmati,Hill,Central,कटुन्जे वेसी,3,1
Kavre,Bagmati,Hill,Central,कटुन्जे वेसी,4,1
Kavre,Bagmati,Hill,Central,कटुन्जे वेसी,5,1
Kavre,Bagmati,Hill,Central,कटुन्जे वेसी,6,1
Kavre,Bagmati,Hill,Central,कटुन्जे वेसी,7,1
Kavre,Bagmati,Hill,Central,कटुन्जे वेसी,8,1
Kavre,Bagmati,Hill,Central,कटुन्जे वेसी,9,1
Kavre,Bagmati,Hill,Central,मेच्छे,1,1
Kavre,Bagmati,Hill,Central,मेच्छे,2,1
Kavre,Bagmati,Hill,Central,देवीटार,6,4
Kavre,Bagmati,Hill,Central,देवीटार,7,4
Kavre,Bagmati,Hill,Central,देवीटार,8,4
Kavre,Bagmati,Hill,Central,देवीटार,9,4
Kavre,Bagmati,Hill,Central,जैशिथोक मण्डन,1,4
Kavre,Bagmati,Hill,Central,जैशिथोक मण्डन,2,4
Kavre,Bagmati,Hill,Central,जैशिथोक मण्डन,3,4
Kavre,Bagmati,Hill,Central,जैशिथोक मण्डन,4,4
Kavre,Bagmati,Hill,Central,जैशिथोक मण्डन,5,4
Kavre,Bagmati,Hill,Central,जैशिथोक मण्डन,6,4
Kavre,Bagmati,Hill,Central,जैशिथोक मण्डन,7,4
Kavre,Bagmati,Hill,Central,जैशिथोक मण्डन,8,4
Kavre,Bagmati,Hill,Central,जैशिथोक मण्डन,9,4
Kavre,Bagmati,Hill,Central,ज्याम्दी मण्डन,1,4
Kavre,Bagmati,Hill,Central,ज्याम्दी मण्डन,2,4
Kavre,Bagmati,Hill,Central,ज्याम्दी मण्डन,3,4
Kavre,Bagmati,Hill,Central,ज्याम्दी मण्डन,4,4
Kavre,Bagmati,Hill,Central,ज्याम्दी मण्डन,5,4
Kavre,Bagmati,Hill,Central,ज्याम्दी मण्डन,6,4
Kavre,Bagmati,Hill,Central,ज्याम्दी मण्डन,7,4
Kavre,Bagmati,Hill,Central,ज्याम्दी मण्डन,8,4
Kavre,Bagmati,Hill,Central,ज्याम्दी मण्डन,9,4
Kavre,Bagmati,Hill,Central,पांचखाल,1,4
Kavre,Bagmati,Hill,Central,पांचखाल,2,4
Kavre,Bagmati,Hill,Central,पांचखाल,3,4
Kavre,Bagmati,Hill,Central,पांचखाल,4,4
Kavre,Bagmati,Hill,Central,पांचखाल,5,4
Kavre,Bagmati,Hill,Central,पांचखाल,6,4
Kavre,Bagmati,Hill,Central,पांचखाल,7,4
Kavre,Bagmati,Hill,Central,पांचखाल,8,4
Kavre,Bagmati,Hill,Central,पांचखाल,9,4
Kavre,Bagmati,Hill,Central,कोलातिभुम्लु,1,4
Kavre,Bagmati,Hill,Central,कोलातिभुम्लु,2,4
Kavre,Bagmati,Hill,Central,कोलातिभुम्लु,3,4
Kavre,Bagmati,Hill,Central,कोलातिभुम्लु,4,4
Kavre,Bagmati,Hill,Central,कोलातिभुम्लु,5,4
Kavre,Bagmati,Hill,Central,कोलातिभुम्लु,6,4
Kavre,Bagmati,Hill,Central,कोलातिभुम्लु,7,4
Kavre,Bagmati,Hill,Central,कोलातिभुम्लु,8,4
Kavre,Bagmati,Hill,Central,कोलातिभुम्लु,9,4
Kavre,Bagmati,Hill,Central,भुम्लुटार,1,4
Kavre,Bagmati,Hill,Central,भुम्लुटार,2,4
Kavre,Bagmati,Hill,Central,भुम्लुटार,3,4
Kavre,Bagmati,Hill,Central,भुम्लुटार,4,4
Kavre,Bagmati,Hill,Central,भुम्लुटार,5,4
Kavre,Bagmati,Hill,Central,भुम्लुटार,6,4
Kavre,Bagmati,Hill,Central,भुम्लुटार,7,4
Kavre,Bagmati,Hill,Central,भुम्लुटार,8,4
Kavre,Bagmati,Hill,Central,भुम्लुटार,9,4
Kavre,Bagmati,Hill,Central,चौवास,1,4
Kavre,Bagmati,Hill,Central,चौवास,2,4
Kavre,Bagmati,Hill,Central,चौवास,3,4
Kavre,Bagmati,Hill,Central,चौवास,4,4
Kavre,Bagmati,Hill,Central,चौवास,5,4
Kavre,Bagmati,Hill,Central,चौवास,6,4
Kavre,Bagmati,Hill,Central,चौवास,7,4
Kavre,Bagmati,Hill,Central,चौवास,8,4
Kavre,Bagmati,Hill,Central,चौवास,9,4
Kavre,Bagmati,Hill,Central,वालुवा देवभूमी,1,4
Kavre,Bagmati,Hill,Central,वालुवा देवभूमी,2,4
Kavre,Bagmati,Hill,Central,वालुवा देवभूमी,3,4
Kavre,Bagmati,Hill,Central,वालुवा देवभूमी,4,4
Kavre,Bagmati,Hill,Central,वालुवा देवभूमी,5,4
Kavre,Bagmati,Hill,Central,वालुवा देवभूमी,6,4
Kavre,Bagmati,Hill,Central,वालुवा देवभूमी,7,4
Kavre,Bagmati,Hill,Central,वालुवा देवभूमी,8,4
Kavre,Bagmati,Hill,Central,वालुवा देवभूमी,9,4
Kavre,Bagmati,Hill,Central,दोलालघाट,1,4
Kavre,Bagmati,Hill,Central,दोलालघाट,2,4
Kavre,Bagmati,Hill,Central,दोलालघाट,3,4
Kavre,Bagmati,Hill,Central,शिखर आम्वोटे,9,2
Kavre,Bagmati,Hill,Central,सिसाखानी,1,2
Kavre,Bagmati,Hill,Central,सिसाखानी,2,2
Kavre,Bagmati,Hill,Central,सिसाखानी,3,2
Kavre,Bagmati,Hill,Central,सिसाखानी,4,2
Kavre,Bagmati,Hill,Central,सिसाखानी,5,2
Kavre,Bagmati,Hill,Central,सिसाखानी,6,2
Kavre,Bagmati,Hill,Central,सिसाखानी,7,2
Kavre,Bagmati,Hill,Central,सिसाखानी,8,2
Kavre,Bagmati,Hill,Central,सिसाखानी,9,2
Kavre,Bagmati,Hill,Central,छत्रेवाँझ दाप्चा,1,2
Kavre,Bagmati,Hill,Central,छत्रेवाँझ दाप्चा,2,2
Kavre,Bagmati,Hill,Central,छत्रेवाँझ दाप्चा,3,2
Kavre,Bagmati,Hill,Central,छत्रेवाँझ दाप्चा,4,2
Kavre,Bagmati,Hill,Central,छत्रेवाँझ दाप्चा,5,2
Kavre,Bagmati,Hill,Central,छत्रेवाँझ दाप्चा,6,2
Kavre,Bagmati,Hill,Central,छत्रेवाँझ दाप्चा,7,2
Kavre,Bagmati,Hill,Central,छत्रेवाँझ दाप्चा,8,2
Kavre,Bagmati,Hill,Central,छत्रेवाँझ दाप्चा,9,2
Kavre,Bagmati,Hill,Central,खनालथोक दाप्चा,1,2
Kavre,Bagmati,Hill,Central,खनालथोक दाप्चा,2,2
Kavre,Bagmati,Hill,Central,खनालथोक दाप्चा,3,2
Kavre,Bagmati,Hill,Central,खनालथोक दाप्चा,4,2
Kavre,Bagmati,Hill,Central,खनालथोक दाप्चा,5,2
Kavre,Bagmati,Hill,Central,खनालथोक दाप्चा,6,2
Kavre,Bagmati,Hill,Central,खनालथोक दाप्चा,7,2
Kavre,Bagmati,Hill,Central,खनालथोक दाप्चा,8,2
Kavre,Bagmati,Hill,Central,खनालथोक दाप्चा,9,2
Kavre,Bagmati,Hill,Central,काभ्रेनित्य चण्डेश्वरी,1,2
Kavre,Bagmati,Hill,Central,काभ्रेनित्य चण्डेश्वरी,2,2
Kavre,Bagmati,Hill,Central,काभ्रेनित्य चण्डेश्वरी,3,2
Kavre,Bagmati,Hill,Central,काभ्रेनित्य चण्डेश्वरी,4,2
Kavre,Bagmati,Hill,Central,काभ्रेनित्य चण्डेश्वरी,5,2
Kavre,Bagmati,Hill,Central,काभ्रेनित्य चण्डेश्वरी,6,2
Kavre,Bagmati,Hill,Central,काभ्रेनित्य चण्डेश्वरी,7,2
Kavre,Bagmati,Hill,Central,काभ्रेनित्य चण्डेश्वरी,8,2
Kavre,Bagmati,Hill,Central,काभ्रेनित्य चण्डेश्वरी,9,2
Kavre,Bagmati,Hill,Central,मथुरापाटी फूलवारी,1,2
Kavre,Bagmati,Hill,Central,मथुरापाटी फूलवारी,2,2
Kavre,Bagmati,Hill,Central,मथुरापाटी फूलवारी,3,2
Kavre,Bagmati,Hill,Central,मथुरापाटी फूलवारी,4,2
Kavre,Bagmati,Hill,Central,मथुरापाटी फूलवारी,5,2
Kavre,Bagmati,Hill,Central,मथुरापाटी फूलवारी,6,2
Kavre,Bagmati,Hill,Central,मथुरापाटी फूलवारी,7,2
Kavre,Bagmati,Hill,Central,मथुरापाटी फूलवारी,8,2
Kavre,Bagmati,Hill,Central,मथुरापाटी फूलवारी,9,2
Kavre,Bagmati,Hill,Central,पात्लेखेत,1,2
Kavre,Bagmati,Hill,Central,पात्लेखेत,2,2
Kavre,Bagmati,Hill,Central,पात्लेखेत,3,2
Kavre,Bagmati,Hill,Central,पात्लेखेत,4,2
Kavre,Bagmati,Hill,Central,पात्लेखेत,5,2
Kavre,Bagmati,Hill,Central,पात्लेखेत,6,2
Kavre,Bagmati,Hill,Central,पात्लेखेत,7,2
Kavre,Bagmati,Hill,Central,पात्लेखेत,8,2
Kavre,Bagmati,Hill,Central,पात्लेखेत,9,2
Kavre,Bagmati,Hill,Central,पुरानागाउँ दाप्चा,1,2
Kavre,Bagmati,Hill,Central,पुरानागाउँ दाप्चा,2,2
Kavre,Bagmati,Hill,Central,पुरानागाउँ दाप्चा,3,2
Kavre,Bagmati,Hill,Central,पुरानागाउँ दाप्चा,4,2
Kavre,Bagmati,Hill,Central,पुरानागाउँ दाप्चा,5,2
Kavre,Bagmati,Hill,Central,पुरानागाउँ दाप्चा,6,2
Kavre,Bagmati,Hill,Central,पुरानागाउँ दाप्चा,7,2
Kavre,Bagmati,Hill,Central,पुरानागाउँ दाप्चा,8,2
Kavre,Bagmati,Hill,Central,पुरानागाउँ दाप्चा,9,2
Kavre,Bagmati,Hill,Central,मिल्चे,1,2
Kavre,Bagmati,Hill,Central,मिल्चे,2,2
Kavre,Bagmati,Hill,Central,मिल्चे,3,2
Kavre,Bagmati,Hill,Central,मिल्चे,4,2
Kavre,Bagmati,Hill,Central,मिल्चे,5,2
Kavre,Bagmati,Hill,Central,मिल्चे,6,2
Kavre,Bagmati,Hill,Central,फलाटे,8,4
Kavre,Bagmati,Hill,Central,फलाटे,9,4
Kavre,Bagmati,Hill,Central,सल्ले भुम्लु,1,4
Kavre,Bagmati,Hill,Central,सल्ले भुम्लु,2,4
Kavre,Bagmati,Hill,Central,सल्ले भुम्लु,3,4
Kavre,Bagmati,Hill,Central,सल्ले भुम्लु,4,4
Kavre,Bagmati,Hill,Central,सल्ले भुम्लु,5,4
Kavre,Bagmati,Hill,Central,सल्ले भुम्लु,6,4
Kavre,Bagmati,Hill,Central,सल्ले भुम्लु,7,4
Kavre,Bagmati,Hill,Central,सल्ले भुम्लु,8,4
Kavre,Bagmati,Hill,Central,सल्ले भुम्लु,9,4
Kavre,Bagmati,Hill,Central,सापिङ,1,4
Kavre,Bagmati,Hill,Central,सापिङ,2,4
Kavre,Bagmati,Hill,Central,सापिङ,3,4
Kavre,Bagmati,Hill,Central,सापिङ,4,4
Kavre,Bagmati,Hill,Central,सापिङ,5,4
Kavre,Bagmati,Hill,Central,सापिङ,6,4
Kavre,Bagmati,Hill,Central,सापिङ,7,4
Kavre,Bagmati,Hill,Central,सापिङ,8,4
Kavre,Bagmati,Hill,Central,सापिङ,9,4
Kavre,Bagmati,Hill,Central,साठीघर भगवती,1,4
Kavre,Bagmati,Hill,Central,साठीघर भगवती,2,4
Kavre,Bagmati,Hill,Central,साठीघर भगवती,3,4
Kavre,Bagmati,Hill,Central,साठीघर भगवती,4,4
Kavre,Bagmati,Hill,Central,साठीघर भगवती,5,4
Kavre,Bagmati,Hill,Central,साठीघर भगवती,6,4
Kavre,Bagmati,Hill,Central,साठीघर भगवती,7,4
Kavre,Bagmati,Hill,Central,साठीघर भगवती,8,4
Kavre,Bagmati,Hill,Central,साठीघर भगवती,9,4
Kavre,Bagmati,Hill,Central,वेकसिम्ले,1,4
Kavre,Bagmati,Hill,Central,वेकसिम्ले,2,4
Kavre,Bagmati,Hill,Central,वेकसिम्ले,3,4
Kavre,Bagmati,Hill,Central,वेकसिम्ले,4,4
Kavre,Bagmati,Hill,Central,वेकसिम्ले,5,4
Kavre,Bagmati,Hill,Central,वेकसिम्ले,6,4
Kavre,Bagmati,Hill,Central,वेकसिम्ले,7,4
Kavre,Bagmati,Hill,Central,वेकसिम्ले,8,4
Kavre,Bagmati,Hill,Central,वेकसिम्ले,9,4
Kavre,Bagmati,Hill,Central,सिम्थली,1,4
